Proteins	Genes	Cerebellum	Frontal_Cortex	Heart	Kidney	Liver	Lung	Spleen	Amygdala	Entorhinal_Cortex	Gut	Olfactory_Bulb	Striatum	Thalamus	Substantia_Nigra
A0A0B4J1I9;Q9U410	Igkv4-55;	12.00682519	11.1295359	15.08382519	12.53596898	12.84243553	14.6280693	14.58903692	9.754376328	11.29368997	11.53117066	11.15203135	NA	9.640817725	10.52565413
A0A0B4J1J2	Igkv5-43	NA	NA	9.912218416	12.059237	9.917823403	11.2140995	NA	NA	NA	11.16041241	NA	NA	NA	NA
A0A0B4J1J5	Ighv9-3	NA	NA	NA	NA	12.30135302	14.12190416	13.00503894	NA	NA	13.55970906	NA	NA	NA	NA
A0A0B4J1J6;X5J5K8	Ighv10-1;	NA	NA	10.90044875	10.21803896	11.25434483	12.61169839	11.49823566	NA	NA	11.70199439	NA	NA	NA	NA
A0A0B4J1K5	Iglv3	NA	NA	11.64107493	9.790238802	9.722386863	12.07113212	13.56650031	NA	NA	NA	NA	NA	NA	NA
A0A0B4J1M6;E9PUV2	Fcgr3	NA	NA	7.966170306	NA	NA	11.22671528	13.08428851	NA	NA	9.930436536	NA	NA	NA	NA
A0A0B4J1N0;A0A0G2JFE9	Ighv1-76	NA	NA	12.73797295	12.17976969	13.63428602	13.28381708	13.35973623	NA	9.36427484	13.05922673	NA	NA	NA	NA
A0A0B6VMB2	HC	13.09060985	11.75880899	17.09730436	14.94813529	15.58386207	16.67416415	15.33491141	11.87911345	11.87820607	14.84995184	12.496407	11.1430699	11.6656017	12.07007626
A0A0B6VRS7;Q3T9D4;Q9JK62	Kcnk5	NA	NA	NA	8.139771422	NA	NA	NA	NA	NA	9.423727101	NA	NA	NA	NA
A0A0D2X7Z2;Q9CY45	Eef1akmt1	12.9774673	12.51195131	12.83861523	12.44449019	12.06392249	11.15431439	12.39816848	13.34827431	13.58323529	12.53835439	13.17069846	13.64304133	13.43295759	13.41340559
A0A0D4BT04;P55002;Q99PM0	Magp1;Mfap2;Mfap2	7.916529864	NA	16.05275747	13.40944873	9.135005471	16.6784051	13.47803793	NA	NA	13.81372835	8.812803319	5.674544745	8.547900283	9.388725449
A0A0D5ZY64	NA	8.561786455	NA	12.91848238	11.30609628	10.94081609	11.12970218	12.15808679	9.357055074	NA	11.59855605	8.371117913	NA	NA	NA
A0A0E4B366	HC	NA	NA	10.57108434	9.475147942	9.184045032	11.6149698	8.711015406	NA	NA	10.57538006	NA	NA	NA	NA
A0A0F7R1P3	HC	12.52365684	11.20147103	15.35781237	14.60338418	14.1743922	16.31237718	14.64526703	11.46864432	11.19209495	12.59287046	11.76688769	11.00391365	11.19914582	11.70955586
A0A0G2JDE1	Ighv8-12	10.50458261	NA	13.01336597	11.24660584	12.23784921	13.63577812	12.62446646	NA	NA	11.44463427	NA	NA	NA	NA
A0A0G2JDE3;A0A0G2JDF4;A0A0G2JFF5;A0A0G2JFV3;A0A0G2JG66;Q8JZZ7;Q8JZZ7-2	Adgrl2	11.15473582	12.63248598	8.892645334	9.112267119	10.26152566	12.03398623	8.028223559	11.95136638	12.09716382	8.874458002	10.64663589	12.2771552	11.8724199	11.68022357
A0A0G2JDJ1	Ift22	11.55197976	11.69242631	11.96844871	10.43905354	NA	NA	NA	14.2558442	14.31654062	NA	14.21925691	13.99719967	14.1497683	13.97392409
A0A0G2JDT9;A0A0G2JFZ5;A0A571BEA5;E9Q6L9;Q80TE7	Lrrc7	10.8730716	15.12572636	NA	10.01575939	11.21255889	8.881183389	8.15796421	14.56538478	15.40912259	NA	14.58301288	15.77536691	14.11162193	13.92375378
A0A0G2JDV3;L7N1X8	Gbp6;Gm43302	10.57974784	NA	15.46061489	8.558737177	10.92382033	12.81254879	12.62121123	10.21986012	10.1587114	12.14710843	9.894540946	NA	9.627219268	10.51341256
A0A0G2JDW1	Agap3	9.042721717	8.482774291	NA	NA	NA	9.15159886	NA	9.650890368	8.643347261	NA	7.873102581	8.707742394	8.131838688	NA
A0A0G2JDY6	Nexn	9.524124136	7.690795307	13.38085922	NA	NA	10.91124161	8.989872008	9.063196657	NA	9.698351219	NA	11.24941795	NA	8.67349011
A0A0G2JE15	Myl2	NA	NA	16.27752419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A0G2JE26;Q6DFX2	Antxr2	NA	NA	12.43386516	NA	9.415398432	12.64756621	10.33139698	NA	NA	10.9130069	NA	NA	NA	NA
A0A0G2JE57	Map4	15.15008747	14.96110971	NA	NA	NA	NA	NA	15.25399007	14.99487973	NA	15.63404259	14.30002856	15.53698826	15.39437629
A0A0G2JE93;A0A1Y7VJA7;Q9DCI3	Stard3nl	11.30705454	11.58316259	8.78461511	11.14167047	9.563816994	12.01717674	12.15546248	11.93310707	11.79612855	11.91920467	11.45697288	11.55855277	11.77725624	11.98625292
A0A0G2JEA5	Gm43738	14.27887726	14.60101793	12.29670903	12.32690639	17.42632507	14.1273934	13.63464275	14.83365495	14.7276108	15.54720056	14.45997308	14.59446353	14.55973078	14.34686445
A0A0G2JEG6	Magi2	9.093852405	7.980552686	NA	7.46153664	NA	NA	NA	8.151734638	7.845531224	NA	7.950721593	7.525112772	8.452576685	8.894528958
A0A0G2JEG8;Q7TQF7	Amph	18.08795983	18.9787072	8.842558819	13.00811219	11.16392162	14.12740508	10.08648504	18.63340999	19.08997992	11.32309954	18.53698795	18.93982998	18.36076339	18.19151391
A0A0G2JEH3;B2RVB9	Tmem243	10.03851487	10.0346754	NA	NA	11.00970673	11.57589827	12.14257872	9.144845265	9.680337082	10.03045784	9.551614078	9.732536468	9.534833833	9.098150598
A0A0G2JEK2;P63254	Crip1	15.4969899	15.56912295	17.0025511	16.73365957	15.2583243	18.46931843	18.87954534	15.01009785	15.08026057	21.12230465	15.34058909	14.69875734	14.46336622	15.17758208
A0A0G2JEN4;Q8BQN2	Dclk1	7.946161118	10.94168307	NA	NA	NA	NA	NA	10.025616	10.90187674	NA	11.15317877	10.68908095	9.393557275	9.343323239
A0A0G2JEP2;J9TN51	P2rx4	NA	NA	NA	10.59348339	11.69834922	11.3910375	11.98720843	NA	NA	11.10849888	11.01948969	NA	NA	NA
A0A0G2JET4	Gm42543	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.22641267	NA	NA	NA	NA
A0A0G2JEV2;O35216;uc056zza.1	Cenpa;Cenpa;	10.97773166	10.0125839	10.31097204	10.88169529	NA	11.4509539	12.29267309	9.053279476	9.438668028	11.65783711	11.66352074	9.638885613	7.922018169	NA
A0A0G2JEW9;Q9ESG6	P2ry14	NA	NA	NA	NA	NA	9.443508976	9.040425974	NA	NA	9.700790631	NA	NA	NA	NA
A0A0G2JEX1	Nexn	13.52001463	12.51295853	16.71255455	10.85435062	7.532648607	14.17635786	12.41690109	12.57425641	10.66702672	13.12399484	10.06820038	14.43931984	11.68352469	12.44458719
A0A0G2JF53;Q3U5A2	Muc3a	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.518720147	NA	NA	NA	NA
A0A0G2JFD8	Nexn	NA	NA	9.58140627	NA	NA	9.342513255	NA	NA	NA	NA	NA	NA	NA	NA
A0A0G2JFH2	Map4	NA	NA	14.58316584	8.852632309	NA	NA	8.420120658	10.14065653	NA	NA	5.686369292	10.77364595	7.641537453	NA
A0A0G2JFQ4;B2RXS1;B7ZWL5;E9Q9L6;Q6ZQA0;Q6ZQA0-2	Nbeal2	6.604596181	9.369804119	9.217798009	11.73296362	8.237552905	11.04938839	11.21288724	10.2647805	9.381183137	10.36209386	9.819943966	7.080289617	NA	8.268095744
A0A0G2JFT8;Q9D394-2	Rufy3	17.04704348	16.58676108	12.35599491	15.09690782	14.29344818	11.73743208	13.138559	17.10426687	16.83960694	13.60006671	16.95761095	16.91466875	17.08102635	17.34728556
A0A0G2JFV5	Lrrfip2	7.877208842	7.085097966	9.244061774	10.14562223	8.876429795	9.955192074	8.789164739	NA	NA	10.87639897	NA	NA	8.381880968	NA
A0A0G2JG11	Bst1	NA	NA	11.15954487	12.08570542	11.22584238	13.08033541	13.49976777	NA	NA	11.98382437	NA	NA	NA	NA
A0A0G2JG52;E9PVP1	Crybg1	NA	NA	NA	6.848180915	8.77488223	6.788276431	8.851065708	NA	6.009263827	11.2310958	7.10796179	NA	NA	NA
A0A0G2JG64;Q9ERK7	Chrnb2	5.816311903	6.288419834	NA	NA	NA	NA	NA	7.358635164	5.919210428	NA	NA	7.357729867	7.575496537	7.883124983
A0A0G2JGD3;D3Z2K1;D3Z5R2;G3X901;G3X9M9;Q8CA26;Q8VCT8;Q9D546;uc008zjm.1	Tmem116;Tmem116;Tmem116;Tmem116;Tmem116;Tmem116;Tmem116;Tmem116;	NA	NA	NA	11.65593086	NA	9.857917713	NA	NA	NA	NA	NA	NA	NA	NA
A0A0G2JGI3;uc008wpv.2	Lhfpl3;	10.28548033	10.18287256	NA	NA	NA	NA	NA	11.99973776	10.2784572	NA	12.52927076	9.207387656	12.20394244	12.26466004
A0A0G2JGL0;P61079	Ube2d3	17.9220445	17.8503995	17.36201871	17.22525513	17.86285558	17.51823852	18.06980359	18.09943076	18.18122819	18.03172891	18.18460411	18.37681529	18.47611844	18.38844897
A0A0G2JGQ4;P54729	Nub1	12.98958199	12.26232659	12.06641368	12.98026108	13.54122621	13.39475139	14.04653279	12.78515934	12.38763167	14.06783629	12.18191774	12.10566721	12.91811521	12.47772828
A0A0G2JGQ8;P01845	Iglc3	NA	NA	NA	NA	10.59299056	12.13732489	12.54875972	NA	NA	12.51268325	NA	NA	NA	NA
A0A0G2JGT1	Fubp1	NA	NA	NA	NA	NA	7.903721402	10.21720199	NA	NA	NA	NA	NA	NA	NA
A0A0G2JGW6	Cdkl5	12.17639227	14.39819697	7.060774751	9.353459523	9.454580469	11.63475347	NA	13.71492342	14.86604735	9.674757388	14.15864345	15.02447381	14.22340087	13.81769608
A0A0G2JGX2	Celf3	12.09562928	12.57971043	NA	NA	NA	NA	NA	12.57730229	13.36210724	9.093340466	13.02478122	13.78323053	13.20648323	12.65719736
A0A0G2JGX4;Q6PIC6	Atp1a3	22.77608725	22.4187707	19.07161599	20.45446158	17.24375865	17.2302522	16.12649541	22.46678784	22.23988669	19.27732841	22.00904439	22.2178301	22.50953082	22.89506317
A0A0G2JGY6;Q7TT00;Q7TT00-2	Supt20;Supt20h;Supt20h	NA	NA	NA	NA	NA	NA	9.306747162	NA	NA	6.161806132	NA	NA	NA	NA
A0A0G2JGY9;Q7TME0	Plppr4	13.2574741	15.01769784	NA	NA	9.066173872	NA	NA	14.66527476	15.41473409	NA	15.06535314	15.47122726	14.34401507	14.04633345
A0A0G2JH17;K3W4P2;Q6P4S8	Ints1	9.303197792	9.878973643	7.49030526	9.892443794	11.16633069	11.06696209	11.94069585	9.610924687	10.13534542	11.47041384	10.77708267	9.847107101	9.132431917	8.893315804
A0A0H2UKC4;Q9WUV2	St6galnac3	6.404949368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.913965374
A0A0J9YTR2	0610012G03Rik	13.26756968	13.21696102	13.71705983	13.63083016	10.89456443	11.50072369	10.4488006	14.07253282	13.93463845	12.35133148	13.64623979	13.80284842	13.6547258	13.45309593
A0A0J9YTU1	Khk	11.0173953	10.37350716	12.55700668	11.85333824	11.95630833	10.98942754	8.712427631	11.10070942	10.13922877	11.33740821	10.89070832	10.40458635	10.97147325	11.13077214
A0A0J9YTW8;M0QWZ1;Q3UMC7;Q8CGI1;uc008xch.2	Fam193a;Fam193a;Fam193a;Fam193a;	NA	7.474897866	NA	NA	NA	NA	NA	7.878599602	NA	6.961033173	NA	NA	7.48012927	NA
A0A0J9YU03;P54099	Polg	NA	NA	NA	NA	NA	6.784380457	7.536103932	NA	NA	8.721387311	7.327969508	NA	NA	NA
"A0A0J9YU43;Lat2_N76D,Lat2_N76D;Q9JHL0;Q9JHL0-2"	"Lat2;,;Lat2;Lat2"	NA	NA	NA	NA	NA	NA	8.668147137	NA	NA	NA	NA	NA	NA	NA
A0A0J9YUG5;Q3V1G0;Q8BGM4	Mettl27	9.620304922	NA	NA	13.373487	14.39968568	13.36541679	13.05051838	NA	7.466353325	12.4302982	8.424461552	NA	6.951761512	7.392150246
A0A0J9YUI3;Q9CQT5	Pomp	11.36930544	11.79911239	10.78196771	11.6201666	12.61768144	12.78101143	13.03304799	11.7305875	11.78020734	13.58115593	11.76430275	11.10423547	11.29074381	11.3194817
A0A0J9YUI8	Gckr	NA	NA	NA	9.849608026	17.1119138	NA	NA	NA	NA	NA	NA	6.464893242	NA	NA
A0A0J9YUL3	Septin11	8.639680688	10.45644762	NA	NA	NA	NA	NA	9.592045231	10.69873653	NA	9.693258228	10.72971728	10.03197111	9.590418221
A0A0J9YUP5;F8VQG7;Q69ZK1	N4bp2	NA	NA	NA	NA	NA	NA	7.367704534	NA	NA	5.778829842	NA	NA	NA	NA
A0A0J9YUS0	Dnm1	11.2561002	12.78647964	NA	NA	NA	NA	NA	13.55717206	13.58126878	NA	13.3209399	13.48761722	13.33585776	13.48190357
A0A0J9YUX7	Slc23a4	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.056671476	NA	NA	NA	NA
A0A0J9YV63	Syngap1	9.546197923	13.54652826	NA	NA	NA	NA	NA	12.47561648	13.61269867	NA	12.93032276	13.11555515	11.91230492	11.19544279
A0A0M3HEP2;Q80TX6;Q9R0G7	Zeb2	11.42396083	11.41430239	6.572687423	10.16143202	10.53564782	11.34024246	11.34219927	11.15739076	12.06879565	8.698278994	12.84749964	10.17843104	8.295436106	10.50473758
A0A0M3HEQ0;A0A0U1RPV8;Q9JLT4;Q9JLT4-2;Q9JLT4-4	Txnrd2	14.58837368	15.30177482	15.7833728	14.01291011	15.53765934	13.93900626	13.27741004	15.92559584	15.91615848	15.90977406	15.24494517	15.99373966	16.5445327	16.44599091
A0A0M3KL49	NA	8.207287876	NA	12.00705263	9.064077087	8.769592347	10.71841211	9.843515158	NA	NA	9.363351893	NA	NA	NA	NA
A0A0M5KS39	NA	NA	NA	NA	NA	NA	NA	11.33908739	NA	NA	10.25063903	NA	11.67158659	NA	NA
A0A0N4SUH4;Q8BKS9	Pum3	12.28501188	7.548534057	NA	11.22755416	11.96543227	9.651629884	12.3735693	11.34296179	10.22475555	13.29232109	10.31315311	11.37839953	9.65619463	10.51702452
A0A0N4SUH8;Q9QZ23	Nfu1	15.87048068	16.00204178	16.74882832	15.74017273	15.60417838	15.2893046	14.36986918	15.95031241	16.00852166	14.93865072	15.77944449	16.00632404	15.89417537	15.99839492
A0A0N4SUI7	Nbdy	14.37661962	13.79884906	12.90208972	11.30259388	NA	13.06555082	12.69954883	14.75001729	14.0482163	12.36828868	14.205526	13.9605549	14.96575997	14.78050655
A0A0N4SUJ3	Naaladl2	8.854126711	8.606424127	NA	9.512021979	12.01470638	9.407533121	NA	6.752831265	6.511378069	9.005039106	NA	6.981755889	5.940108016	NA
A0A0N4SUN2;Q9JJL3	Slco1b2	NA	NA	NA	NA	17.08953099	9.280990566	NA	7.34845905	NA	NA	NA	NA	6.489134555	NA
A0A0N4SUN3;A0A0N4SVX9	Dysf	12.9908188	9.633464232	16.44199996	15.62456376	13.20609603	16.60286607	16.88240204	8.418805311	12.63004981	15.10031603	NA	NA	14.91009844	14.52376786
A0A0N4SUP4;Q60750	Epha1	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.693099968	NA	NA	NA	NA
A0A0N4SUS4;A0A0N4SUT9;A0A0N4SVG7;B2RRD7;B7ZNI3;E9PXP1;Q3U109;Q80XK2	Brpf1	NA	NA	NA	NA	NA	8.345523808	9.625735105	6.691193708	NA	9.68448763	7.590251138	NA	NA	NA
A0A0N4SUV2;F6UIK0;Q3UMM5;Q6PCP3;Q8BZE4;Q920R2;Q99MG5;Q99MG6;Q9AG15;Q9AG16	Dusp16	NA	NA	NA	7.53827465	NA	7.648827884	7.940624754	NA	NA	7.021463056	NA	NA	NA	NA
A0A0N4SUZ6;Q9ERB5	Slco1c1	8.837499248	10.57576118	NA	NA	NA	NA	NA	10.23889269	10.60965068	NA	9.379739622	10.22299327	7.125762689	7.757506835
A0A0N4SV07;Q9WV72	Asb3	8.679014793	NA	NA	NA	7.466171769	NA	8.731738804	8.946332973	7.763489255	6.980119015	7.718070495	8.323127028	7.103648536	9.073452196
A0A0N4SVB5;Q6PE13	Prrt3	13.22078259	14.7467193	NA	9.662905227	11.06766925	9.21844242	NA	14.3498921	14.59143542	9.472648644	13.42089349	14.37577338	14.42868129	14.49845992
A0A0N4SVC4;Q8BZY0;Q9D4V0	Etnk1	14.29746391	14.43917309	NA	12.26994307	12.49815758	12.89875502	13.60586443	13.32797843	13.89682207	13.13227832	13.46869639	14.12642053	13.64787835	13.62731306
A0A0N4SVF2;A6H650	Rasgef1a	NA	12.0622866	12.00127578	10.58679548	9.957093938	11.18436945	7.574221597	11.13612966	12.60658633	12.90408718	11.61752682	12.79858085	11.09375577	10.60046029
A0A0N4SVK8	Adprhl1	NA	8.79682596	16.39671969	NA	NA	10.35102806	NA	NA	NA	NA	NA	NA	NA	NA
A0A0N4SVL0	Eif4g3	14.42142262	14.76427058	12.29438991	13.82266224	13.51866315	13.2837468	13.72352613	14.25210753	14.74034106	12.99020156	14.18080478	14.47133077	14.07714948	14.34072307
A0A0N4SVL4;Q0VF82;Q3UQI9;Q3UQI9-2	Mindy4	15.22328468	15.35709246	16.48356287	17.67940308	16.76805348	15.76759267	16.350824	14.64930389	15.49347218	15.63185138	15.71844832	13.73397444	13.70650036	14.19906398
A0A0N4SVN7;A0A0N4SVY0;Q9D2W0	Fxyd4	NA	NA	NA	8.174227865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A0N4SVP3;B6A8R8	Tarm1	10.9035078	9.507733308	14.75021534	11.50909149	11.91727685	14.17507401	NA	9.063146638	NA	10.71276904	9.636925189	NA	NA	NA
A0A0N4SVT1;F6QKD2;Q9CWX9	Ddx47	11.10682595	11.52453674	NA	11.93656386	11.96495752	11.94270358	13.0731193	10.52153727	11.01517189	12.98246544	11.56267238	9.875283354	11.0711522	9.787612752
A0A0N4SVT8	Dnajb8	10.65903591	11.57936138	10.41420303	7.755026155	7.599477248	10.03882265	8.812589683	9.293469255	11.25400086	8.218185072	10.53504505	11.0945834	9.735483005	9.479964614
A0A0N4SVV4	Rarres2	NA	NA	NA	9.32310085	10.084718	10.33183157	7.697866872	NA	NA	NA	NA	NA	NA	NA
A0A0N4SW22	Itpr1	NA	NA	NA	11.50436828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A0N4SW28;Q9DAS9	Gng12	19.67644165	19.11776016	16.95499149	19.00936923	17.04985692	18.46632333	16.9710215	19.26584268	19.04233708	17.99410943	18.21905547	19.40623528	19.53521006	19.83283023
A0A0N4SW58	C2cd5	11.35164291	12.21652282	NA	NA	NA	NA	NA	12.12218108	12.25076581	NA	10.27887986	12.25530328	12.3575971	12.30313952
A0A0N4SW73	Rab11fip5	14.78800066	14.69158967	13.58853749	14.4645817	NA	12.01108946	12.38746456	14.71375928	14.87690063	10.23745851	14.24634515	14.67973506	14.79222654	15.05717416
A0A0N4SW93	C2cd5	7.015726204	7.779946932	NA	NA	NA	NA	NA	7.587730999	7.907238087	NA	7.370776769	8.442874689	7.631772508	7.767389419
A0A0N4SWB4;P61110	Kap	NA	NA	NA	15.20598679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A0N4SWC3	Cmas	NA	11.3721201	NA	NA	NA	NA	12.41343402	12.35116466	12.06645527	12.67698524	12.0131875	11.68504496	12.25141214	12.04729721
A0A0R3P9C4;Q8C1Q6	Smim4	12.54293946	13.44886298	14.26941139	14.49152558	13.98507077	10.58233576	11.63693822	12.15152806	12.27219734	13.41137386	11.58143214	12.61525754	11.4070489	11.95182306
A0A0R3P9D3;D3YY67;Q5U4E2	Repin1	6.861757346	7.562122438	NA	8.389891367	9.214536122	8.401411439	8.121197	6.4773444	6.448257659	NA	7.62163307	NA	6.151931195	5.70670495
A0A0R4IZW9;Q9DCT5	Sdf2	13.21006387	13.38858122	12.39289384	13.78275999	14.17314825	13.35358684	13.16389924	13.28707019	13.7557299	13.4622503	13.56116613	13.49947178	13.14422231	13.27908777
A0A0R4IZZ1;Q03157;Q3U311	Aplp1	13.77414392	14.47417682	NA	NA	NA	NA	NA	14.49738917	14.62322868	NA	14.4581957	14.72900425	14.54812235	14.74327566
A0A0R4IZZ6;Q6ZQ03	Fnbp4	10.37390806	7.984463091	NA	9.666661131	9.464225464	10.49453566	12.77610715	8.093497692	8.367902309	10.52193332	9.173276034	9.558158012	8.212616506	7.732157353
A0A0R4J003;P32648	Vip	NA	13.40289177	NA	NA	NA	NA	NA	14.29845966	13.86422697	14.51111783	13.22143136	13.28997606	12.83337576	10.80436555
A0A0R4J005	Lims1	NA	NA	NA	7.972733204	7.747013041	10.48306817	9.663422244	NA	NA	9.768388095	NA	NA	NA	NA
A0A0R4J032;P06683	C9	9.359379782	5.9207899	15.57036317	13.91707972	14.24359071	15.16418787	13.18653437	NA	9.000704311	11.87777767	10.16374812	NA	11.55204524	8.790360458
A0A0R4J037;Q9ESN5;Q9ESN5-2	Cenpk	NA	NA	NA	NA	NA	NA	7.305332144	NA	NA	7.493336305	NA	NA	NA	NA
A0A0R4J039;Q9ESB3	Hrg	12.81049779	12.34168601	17.45693585	14.81881876	15.86159441	16.95324563	14.86657153	11.43430301	10.77757143	14.50358414	12.38510404	9.71348052	11.66568314	11.73863939
A0A0R4J043;P28825	Mep1a	NA	NA	NA	18.40556684	10.81315601	NA	9.289351093	NA	8.881186981	13.10711628	NA	NA	NA	8.390652898
A0A0R4J066;G5E8J7;Q3THF9;Q3THF9-2	Coq10b	NA	NA	11.25454399	11.30709415	12.83280769	14.47764101	NA	NA	NA	11.12690943	10.81178276	NA	NA	NA
A0A0R4J081;Q9CWX2	Ndufaf1	14.07324533	14.11025938	15.17432976	14.60836534	14.466904	12.10096526	12.5922775	13.78235353	13.98547137	13.73422723	13.94281757	13.76589454	13.71895847	13.90779624
A0A0R4J0B9;A0A140LHP0;Q0VDQ3;Q9D6X7;Q9D733	Gp2	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.16437686	NA	NA	NA	NA
A0A0R4J0C0;Q9D720	Nsmce1	8.744226603	NA	8.56092566	NA	NA	10.80352738	12.44678195	NA	9.169456027	11.55624474	8.561926681	NA	NA	NA
A0A0R4J0D1;Q8R3Q0	Saraf	12.51720081	12.57425364	13.10310493	12.48947953	12.8378385	12.4257208	11.91758048	12.51975455	12.5271511	9.431557551	12.39568573	12.28718638	12.60121773	12.58577681
A0A0R4J0G0;Q8BH04	Pck2	15.1343935	14.85839046	13.55168193	14.74463612	13.6847135	15.15467285	15.61384056	15.1534542	14.95859542	15.7948063	15.97756558	14.56850763	15.21352496	14.96940563
A0A0R4J0G4;Q6VN19	Ranbp10	10.95365876	11.44521858	11.55690991	10.23689283	12.91069656	11.58235315	12.23757793	11.41334048	11.8393081	11.17372925	11.60457502	11.7000213	11.39841941	11.37342725
A0A0R4J0H1;Q02496;Q99K60	Muc1	NA	NA	NA	10.95838592	NA	12.86467623	NA	NA	NA	NA	NA	NA	NA	NA
A0A0R4J0J5;Q8K114	Ints9	9.688375425	10.1959269	12.70447786	11.14014841	12.02613532	10.8574263	12.39191754	10.06792413	10.29859861	12.19989975	10.14003608	10.06539853	8.971475839	9.013576878
A0A0R4J0J8;Q2KN98	Specc1l	12.13549115	12.34436604	8.051828271	12.54375083	10.31639736	13.98276915	12.43696771	12.35789176	12.35130035	13.46849539	12.48392127	12.37355408	12.59957273	12.46040789
A0A0R4J0M4;Q91V80	Apof	NA	NA	9.632819964	11.1645147	12.31344672	11.47678008	NA	6.63357782	NA	NA	NA	NA	NA	NA
A0A0R4J0M7;Q7TPG7	Tafa2	7.896634464	10.69530647	NA	NA	NA	NA	NA	11.39476882	11.65618592	NA	9.762630516	10.42416995	10.91545372	9.06098893
A0A0R4J0N6;D2D553;Q5NC57;Q5NC57-2	Fam183b	NA	NA	NA	NA	NA	6.91855458	NA	NA	NA	NA	NA	NA	NA	NA
A0A0R4J0P7	Slc22a18	8.563890486	9.334394567	NA	17.49993365	17.75367272	12.32027922	10.33622194	6.078421902	11.25241195	13.93042443	9.403317708	NA	NA	NA
A0A0R4J0S4	Llgl1	15.47992934	14.55168658	10.16220938	10.34278541	7.657461623	13.07728045	11.61203018	14.62485585	14.33775396	10.65603079	14.45365832	14.61740792	14.84853961	15.31157116
A0A0R4J0V1;Q8K2A7	Ints10	9.787957914	8.847167152	8.657533679	10.89595655	10.30998287	10.96702965	12.09370515	8.157247743	9.124500133	13.16091097	10.07539717	8.767655574	8.369472814	7.941577082
A0A0R4J0Z1;P08003	Pdia4	15.63628571	15.53975544	15.74496388	16.84724858	18.50131939	17.15679899	18.5771819	15.59312552	15.55021313	18.46505554	15.50537201	15.62423017	15.49117518	15.46485403
A0A0R4J0Z2;E9QAQ1;P42866;P42866-10;P42866-11;P42866-12;P42866-13;P42866-14;P42866-15;P42866-16;P42866-17;P42866-18;P42866-19;P42866-2;P42866-3;P42866-4;P42866-5;P42866-6;P42866-7;P42866-8;P42866-9	Oprm1	9.099983033	9.022483866	NA	NA	NA	NA	NA	9.942370005	9.405680811	NA	8.593068489	10.25592189	10.78337999	9.845154504
A0A0R4J124	Srpk2	14.29580543	14.93317427	12.9853303	12.36326452	10.94252183	12.51075898	12.46993494	14.5861894	15.11565558	11.97865542	14.85234209	15.07557651	14.5065653	14.52817857
A0A0R4J126;Q8BS03	Pi15	NA	NA	NA	NA	NA	12.5460916	NA	NA	NA	NA	NA	NA	NA	NA
A0A0R4J131;Q8CIF4	Btd	11.93642297	11.48123375	12.10918174	13.70351708	14.71140666	12.72134688	12.66464781	12.55919373	11.76243078	11.29250371	12.00817949	11.07159617	11.95397463	11.17093395
A0A0R4J140	Cluh	14.09585411	14.26388125	16.99816403	15.45886674	16.17350412	14.80415842	14.01481072	13.74520928	13.83060795	15.90485341	13.49164091	13.58970284	13.90594394	14.12883063
A0A0R4J170;Q3TKT4;Q3TKT4-2	Smarca4	11.40731867	11.49914898	8.930172826	10.75283506	10.31185877	11.67382325	13.06385298	11.35749496	11.70776956	13.17537833	12.52285031	11.75010847	11.06496456	10.48508187
A0A0R4J175;Q3UQU0	Brd9	9.752183776	7.899725548	8.31750857	8.315637709	7.826696201	9.570207995	11.34407895	6.052601168	9.257528309	10.00424907	8.908489214	8.797854164	8.896946633	7.890496534
A0A0R4J197;A0A1L1SUF8;D3Z4M4;Q8C310;Q8C310-2;Q8C310-3	Robo4	NA	NA	NA	NA	NA	5.859840774	NA	NA	NA	NA	NA	NA	NA	NA
A0A0R4J1C5;Q91YY4	Atpaf2	13.37955522	12.97866168	15.0490293	13.77335093	13.5066556	11.61916253	11.74524089	13.5682602	12.90204869	13.42104342	13.15152285	12.96814171	13.54388553	13.61380167
A0A0R4J1C8;P31996	Cd68	NA	10.12398134	11.79386208	10.24838368	13.43576912	13.27058171	16.70489	10.37756122	NA	12.746452	10.04130755	NA	NA	11.07260247
A0A0R4J1E3	Dbn1	11.4153476	10.35935509	6.346947726	8.358752409	NA	6.694972306	8.916296356	10.04857456	10.32543074	NA	12.28991865	10.11606009	10.57443123	10.42799669
A0A0R4J1F8;A0A2K6EDP7;P59328;P59328-3	Wdhd1	NA	NA	NA	8.632826107	NA	9.627682075	10.72369543	NA	NA	7.831193521	NA	NA	NA	NA
A0A0R4J1I3;O88559;O88559-2	Men1	9.768621114	10.66229118	NA	8.848896483	7.412565616	9.988564439	11.71374411	10.30138181	9.886110086	10.98357821	11.4213231	10.71588154	9.943569127	9.768292813
