Proteins	Genes	Cerebellum	Frontal_Cortex	Heart	Kidney	Liver	Lung	Spleen	Amygdala	Entorhinal_Cortex	Gut	Olfactory_Bulb	Striatum	Thalamus	Substantia_Nigra
4833439L19Rik_A22S	NA	8.328345471	NA	NA	13.48318748	NA	NA	NA	NA	NA	NA	9.327328904	8.099421189	NA	8.472199246
4921513D11Rik_L255F;4921513D11Rik_S221C;G3X9J2;Q9D5W3	;;Rmdn2;4921513D11Rik	NA	NA	NA	NA	8.75780314	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A024QYR9;A0A1V0DNR6;A0A6G6A824;O08586	Pten;Pten;;Pten	10.87422361	11.625069	NA	8.909182635	9.832207138	9.934217427	10.05414245	11.37826139	11.56204838	10.07050046	11.4781114	11.61761371	11.43404631	11.32557937
A0A067XG46;A2ADP2;Q9R0X5;Q9R0X5-2	Rpgr	9.674698698	10.37975626	NA	NA	NA	8.502281499	NA	10.8412657	10.76084279	6.080174177	10.81352603	11.17321506	10.94342329	10.71415587
A0A068BGT5;P28704;P28704-2;Q3TWJ1	Rxrb	8.584470918	8.832493488	NA	9.142625868	6.652722325	9.063915609	10.77698394	8.796604246	9.554434725	10.21791235	9.775217974	8.702932441	8.572312263	8.585587517
A0A068F126	NA	7.761664214	NA	NA	7.425772172	NA	6.601158632	6.655247782	8.39329524	NA	NA	7.593635541	7.764657165	7.978212621	NA
A0A068WAQ5	Epb41	7.870161529	7.055262778	12.25901423	13.09031675	11.96154363	11.49430004	10.83319163	NA	NA	10.25763324	7.894578136	NA	NA	NA
A0A075B5J6	Gm20730	NA	NA	12.84766249	NA	13.19167854	12.34209768	11.22851689	NA	NA	11.59723059	NA	NA	NA	NA
A0A075B5J7;A0A0G2JF45	Igkv14-130	NA	NA	NA	NA	NA	9.644209982	9.11110864	NA	NA	8.176923578	NA	NA	NA	NA
A0A075B5J9;A0A075B5K3;A0A0G2JDN5;A0A0G2JFA8	Igkv17-127;Igkv17-121;Igkv17-127;Igkv17-121	12.24757348	11.15656573	16.8743916	14.26927428	15.56767103	16.19504203	16.2461341	11.87944134	12.51538479	15.47084012	11.42182464	10.7004538	11.8972642	12.47170616
A0A075B5K1;A0A0G2JEK4;P01652	Igkv11-125;Igkv11-125;	NA	NA	12.75310714	10.8183675	NA	12.91914587	12.08341519	NA	NA	NA	NA	NA	NA	NA
A0A075B5K2	Igkv9-124	11.92176964	NA	16.11370602	14.62047863	14.89559718	16.07429767	15.76209434	NA	NA	14.66853489	10.23024695	NA	NA	NA
A0A075B5K6;P03976	Igkv2-109;	NA	NA	12.06457457	NA	NA	12.00362406	12.03755495	NA	NA	11.03327881	NA	NA	NA	NA
A0A075B5K7;A0A0G2JG36	Igkv14-100	NA	NA	12.78235066	10.92778761	10.3869534	12.51463083	12.00345182	NA	NA	9.975586753	NA	NA	NA	NA
A0A075B5K8;F6XWB2	Igkv1-99	NA	NA	NA	NA	NA	10.48390356	10.12172689	NA	NA	NA	NA	NA	NA	NA
A0A075B5K9;A0A0G2JGF9	Igkv12-98	NA	NA	NA	8.460486491	NA	NA	13.1865399	NA	NA	NA	NA	NA	NA	NA
A0A075B5M7;A0A0M4KPD8	Igkv5-39;	13.47102181	11.3049255	17.20880145	14.52218209	17.3220712	16.25108797	17.09887592	11.07242205	11.85880075	14.36864581	12.18424888	12.03028921	10.83252201	11.81888333
A0A075B5N3	Igkv8-28	11.51005064	NA	14.25493503	10.74171477	13.27044737	14.18138865	14.25504991	NA	NA	12.3940926	7.396314672	NA	NA	NA
A0A075B5N4	Igkv8-27	NA	NA	12.08825592	10.10773972	12.12330613	12.70685099	12.24783165	NA	NA	11.51636507	NA	NA	NA	NA
A0A075B5N6;A0A0G2JDG9;A0A0G2JGT0	Igkv8-16;Igkv8-16;Gm43218	NA	NA	NA	NA	NA	NA	9.325723	NA	NA	NA	NA	NA	NA	NA
A0A075B5N7	Igkv6-13	13.01364107	12.31646854	17.80993251	14.64934158	15.71443398	17.41078244	16.88545805	11.98514195	11.34810421	15.9479405	12.14931229	11.13156983	12.40823342	12.20253904
A0A075B5R0;A0A0B4J1P4	Ighv5-16	11.12038131	10.31621896	13.57731976	11.94862625	12.17178434	12.9554675	12.66663619	NA	NA	11.77565804	8.474883725	NA	NA	NA
A0A075B5R4	Ighv14-1	NA	NA	9.224551678	NA	NA	NA	9.503224075	NA	NA	NA	NA	NA	NA	NA
A0A075B5R6;A0A075B5R8	Ighv11-1;Ighv11-2	NA	NA	NA	13.02787339	11.33994728	10.0954809	9.713662313	9.585712602	NA	NA	9.802388285	NA	NA	NA
A0A075B5R7;X5J4F8;X5J4P0;X5J4R5;X5J4T4;X5J524;X5J540;X5J5C9;X5J5K7;X5J5K9	Ighv14-2;;;;;;;;;	NA	NA	13.52986914	14.9806469	10.6999614	13.07616108	13.51171298	NA	NA	13.99320679	NA	NA	NA	NA
A0A075B5R9	Ighv14-3	NA	NA	10.57396005	9.883054014	NA	9.796489825	10.04245846	NA	NA	NA	NA	NA	NA	NA
A0A075B5S4;A0A0A6YWL2;X5J4L4	Ighv3-3;Ighv3-3;	11.87418899	NA	NA	11.93735984	10.03211157	11.46136621	NA	NA	NA	11.33040783	NA	NA	NA	NA
A0A075B5S6;X5J4F0;X5J4V9	Ighv3-1;;	9.696032248	NA	11.05122031	10.44763413	11.20975998	11.94493036	11.829719	NA	NA	12.19929139	NA	NA	10.90374714	9.02325936
A0A075B5S9;A0A0A6YWH6	Ighv9-4	NA	NA	NA	11.17844299	11.72625507	11.60615151	10.8641973	NA	NA	11.51864714	NA	NA	NA	NA
A0A075B5T3	Ighv6-6	9.53814547	8.364894947	14.24255301	11.86099734	12.13603233	14.04718041	13.33370415	NA	NA	12.66453364	8.164803923	NA	NA	NA
A0A075B5T5	Ighv1-5	NA	NA	12.85372636	NA	NA	12.70041728	12.6237481	NA	NA	12.36525037	NA	NA	NA	NA
A0A075B5T6	Ighv10-3	NA	NA	NA	NA	10.93117762	11.80132161	9.67912996	NA	NA	11.15698573	NA	NA	NA	NA
A0A075B5T9;A0A0A6YW37;X5J4X2;X5J516;X5J5N1	Ighv1-9;Ighv1-9;;;	NA	NA	13.53946033	12.05106069	12.46076287	12.79875684	13.1838459	NA	NA	NA	NA	NA	NA	NA
A0A075B5V5;X5J577	Ighv1-39;	NA	NA	NA	NA	NA	13.11482866	12.67695486	NA	NA	11.3946986	NA	NA	NA	NA
A0A075B5V7;A0A0A6YXN5	Ighv1-43	NA	NA	9.768052794	NA	10.5427033	10.51269031	10.42963287	NA	NA	10.52999375	NA	NA	NA	NA
A0A075B5W6;X5J4N7;X5J4Z8;X5J512;X5J595;X5J5C2;X5J5K0;X5J5M2	Ighv1-55;;;;;;;	NA	NA	12.05920218	10.71687929	11.31920254	12.4085658	12.58387756	NA	NA	NA	13.29641366	NA	NA	NA
A0A075B666	Igkv13-85	NA	NA	NA	10.76508408	NA	9.003284656	9.091704246	NA	NA	NA	9.584214748	NA	NA	NA
A0A075B674;A0A0G2JGN3	Ighv1-78	NA	NA	10.53744768	9.678602937	10.29858319	11.9838547	11.48760625	NA	NA	NA	NA	NA	NA	NA
A0A075B677	Igkv4-53	NA	NA	14.38712314	12.64585219	13.15420407	14.46368009	13.89935374	NA	NA	11.96914296	NA	NA	NA	NA
A0A075B680;A0A0A6YXZ4;A0A0G2JFL3;X5J4R7;X5J4Z6	Ighv1-62-2;Ighv1-62-2;Ighv1-71;;	NA	NA	10.19072925	13.51367784	11.68460655	12.11779724	12.16943739	NA	NA	11.48465212	NA	NA	NA	NA
A0A075B697;K7TH54;K7THD7;K7THG4;P01819;P01820;X5J4N1;X5J5N0	Ighv2-9-1;;;;;;;	8.685083846	7.643291965	12.75859384	10.59774024	11.28329387	12.808483	12.164226	8.392652184	8.511698328	11.82234293	8.147081144	6.60306312	7.040111641	NA
A0A075B6D5;A0A0G2JFZ3	Igkv19-93	9.493346764	9.349624703	13.79932144	11.61388668	12.65134279	12.69861216	13.57556625	NA	7.496608069	9.94847545	8.910069368	NA	NA	NA
A0A075F5C6;A0A075F6C2;P38532;P38532-2;Q52L52	Hsf1	10.45992379	8.526896459	14.85562416	12.1756192	11.59429767	14.28552455	14.16407844	9.120477614	9.165548166	12.37244652	9.86035271	9.681738633	9.143572105	9.528719813
A0A076N9U7;A0A1L1SUG9;Q91ZI0	Celsr3	8.053284305	8.687395252	6.143115421	5.902234104	NA	6.719668981	6.055458184	8.564367098	9.094605945	8.203613695	8.637181597	8.899432704	9.017882203	9.017836706
A0A077K8V5;E9Q573	Gm609	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.49569884	NA	NA	NA	NA
A0A077KA19;Gm17783_H228R;Gm17783_N198I	Gm17783;;	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.107675001	NA	NA	NA	NA
A0A087WNL7;A0A087WQ44	Srcap	7.436384778	8.904313149	NA	6.25095479	8.413850579	9.733684424	9.611727189	6.66093202	7.572205203	8.457497732	7.890632675	7.664936996	NA	6.360156297
A0A087WNR1;A0A087WSR1;E9Q917;G3UWF0;Q80XQ8	Fam168b	11.61338436	11.19906889	NA	NA	NA	12.33861725	12.66443898	12.27850765	11.8616765	12.57853251	10.84185254	11.32789368	12.02293476	11.72031204
A0A087WNT1;P83940	Eloc	17.16868571	17.15586337	17.00665906	16.66369177	16.8414317	16.56192572	16.81588178	17.06273296	17.1530949	16.76318997	16.93050048	17.11906601	17.10151176	17.16413407
A0A087WNV1;A0A087WR52;A0A087WSR7;Q8K2K6;Q8K2K6-1;Q8K2K6-3	Agfg1	15.12994447	15.86158692	14.39283124	14.44394777	14.4702498	15.62008162	14.97109222	15.59508453	15.84900025	14.17285346	15.21001931	15.99955371	15.65141548	15.68705384
A0A087WNW1;Q504N2;Slc22a15_E457D	Slc22a15;Slc22a15;	NA	6.420418926	NA	NA	NA	6.029658392	NA	7.572051061	NA	NA	NA	NA	7.260865567	6.004646816
A0A087WNY4;A0A087WQ51;A0A087WQ74;P81183;P81183-2	Ikzf2	NA	NA	NA	NA	NA	NA	8.652052029	NA	NA	6.850979628	NA	NA	NA	NA
A0A087WNY6	Tardbp	8.967847434	9.149751306	NA	NA	NA	NA	9.414706162	9.402932561	8.457629481	NA	8.969960665	NA	NA	NA
A0A087WNZ5;P0CW02	Ly6c1	12.09973383	11.86428946	13.2759658	13.24616535	NA	14.62129394	12.97921674	11.19220587	9.473165457	12.15090558	11.27464385	NA	11.31132203	11.45488962
A0A087WNZ9;A0A087WPW1;A0A087WSJ9;Q9Z2H2	Rgs6	15.80972059	16.78313953	11.91174598	9.600129471	14.09887221	11.15029346	10.05883112	16.32204	16.61827344	12.08364707	15.81205485	16.26586516	15.90470072	16.49817413
A0A087WP33;Q3ZAQ4	Atg9a	13.33056303	13.52344222	13.43094658	11.95021997	11.87818749	13.78089957	9.948723441	13.57154796	13.49424804	12.359205	13.13809441	13.52412157	13.67170253	13.76289049
A0A087WP54;A0A087WRT5;Q6NS59;Q6NS59-2	Fam135a	6.265094546	6.427133051	NA	6.371673929	6.185158753	NA	NA	6.078484553	6.662496159	8.863865619	8.330199505	6.812176343	6.042593455	6.31817016
A0A087WP80;Q8BLK3	Lsamp	18.559115	19.17928654	12.9136664	6.141461204	8.064373427	10.14674969	6.67543171	19.28371248	19.19689659	11.41769536	17.62380664	19.07272302	19.34033911	18.97426035
A0A087WPP8;P62484;Q6AXH6	Abi2	15.68506533	17.14094116	11.98643835	13.32998014	12.1197296	14.18982643	13.83523743	17.13289295	17.48940053	14.15147579	16.80661169	17.27290029	17.05858481	16.951969
A0A087WPX9;E9Q4P1;Q9DAD3	Wdfy1	NA	NA	NA	NA	NA	NA	NA	9.210197667	8.80079888	NA	8.554050437	9.138185887	9.80556452	9.357605864
A0A087WQ16;B2RWY6;E9QPY6	Msh3	NA	NA	NA	NA	NA	NA	8.669341916	NA	5.776590673	8.138549614	6.39894676	5.993173807	NA	NA
A0A087WQ65;A0A087WRZ2;Q64253;Q8JZT1;Q99JA5;Q9CXN2	Ly6e	13.21611049	13.93532397	12.2294236	14.21504411	12.56920976	14.60817986	15.18391572	13.6110781	14.10322964	13.55708782	13.07035349	13.9142501	14.14705322	13.97052936
A0A087WQ89	Misp3	NA	8.768192003	NA	15.23596253	NA	16.912005	NA	NA	NA	7.873115416	NA	NA	NA	NA
A0A087WQE8;Q6TA13	Kif1a	15.35022939	15.64973191	14.95681078	12.97513989	13.03544681	12.26685254	10.41525483	15.61610634	15.51663476	11.54953435	15.24276637	15.40529329	15.55528291	15.48983476
A0A087WQH8	Slc35a4	14.44739948	14.33799395	15.89608827	16.08575855	14.38693608	15.90569687	15.51970569	14.21794552	14.51891561	14.36700137	14.73883731	14.5738918	14.20687986	14.32056026
A0A087WQL2;Q9JME9	Vstm2b	9.947916557	11.49936614	NA	NA	NA	NA	NA	11.34398336	11.46296602	NA	10.62738182	10.93424424	11.08521343	10.81143166
A0A087WQM0;A0A6I8MWZ2	Tns1	7.946161118	NA	8.581914315	10.52498577	8.435017873	11.92274414	9.332166894	NA	7.080771956	7.842155778	NA	7.518073279	NA	NA
A0A087WQS2;Q9CQC6	Bzw1	14.90860604	15.16094568	14.22498005	15.18560569	15.79157228	15.20671915	16.02012272	15.4253451	15.57927849	15.96585788	15.39857348	15.38253991	15.13685543	15.35885394
A0A087WQT6;O89110	Casp8	12.34894308	11.60990926	12.22383157	13.95518402	14.60556271	14.15886747	15.65770158	12.71786703	11.44305115	15.91300203	11.01820529	11.4381721	11.07106159	11.30796411
A0A087WQV4;Q8CGA4	Mturn	12.2850473	12.36623375	9.96803172	12.43274471	NA	11.56458106	10.21776155	12.37048373	12.60366122	11.16209888	12.55210098	12.33608072	12.44337024	12.76403582
A0A087WQY7;A2AMZ4	Ndufaf8	10.32054619	10.56680932	10.99195994	10.64556296	NA	NA	NA	9.578636679	9.432159894	NA	9.432358672	10.39361833	9.995514876	10.2281045
A0A087WR24;Q2HXL6	Edem3	11.34701359	12.75072891	12.93082526	13.7312541	14.31836944	12.96892379	13.22076205	12.24075981	12.93894252	14.38120039	11.97379969	11.01881015	11.65415615	10.67351022
A0A087WR45	Prob1	NA	NA	14.68789281	NA	NA	9.241071971	NA	NA	NA	9.017689475	NA	NA	NA	NA
A0A087WR50;Q3UGY5	Fn1	13.94094908	13.18712829	17.65708564	16.206973	16.45455742	17.64270968	16.4336015	13.2411109	13.57952223	16.87217143	13.99513993	12.17056844	12.35530951	13.24200446
A0A087WRF2	Agap1	14.25524013	14.09093479	8.824751188	11.6255474	8.207973615	12.35693787	10.85948547	14.28724847	14.20958886	11.49364809	14.08051443	14.44799092	14.46137273	14.36156611
A0A087WRG0;A0A087WRM7	Pfkfb2	13.6130787	13.11238089	14.13685948	12.46324086	12.76596942	13.31496456	12.07423312	13.71748672	13.39900824	13.82404682	13.97519138	13.44283925	13.85999492	13.92681411
A0A087WRI3;B2RWG1	Cfap77	NA	NA	NA	NA	NA	8.027849612	NA	NA	NA	NA	NA	NA	NA	NA
A0A087WRL4;Q9CTP6	Pdzd2	NA	NA	NA	NA	NA	NA	NA	NA	6.586370326	NA	5.687131804	6.87072547	NA	NA
A0A087WRS3	Abi2	8.750856713	11.29008507	NA	NA	NA	NA	NA	11.16997564	11.71298219	NA	10.56291613	9.078894572	10.97885867	10.88647434
A0A087WRT4;A0A1L1SQU7;F2Z4A3;Q9QXA3	Fat1	10.5068585	9.07573244	8.943731131	12.9548901	9.909545911	8.161030437	9.170931338	9.99824085	9.798702431	10.54761013	10.73380238	9.535023335	9.500209605	9.488498861
A0A087WRU0	Tns1	NA	NA	8.692884243	NA	NA	8.977289356	5.810036488	NA	NA	11.46290641	NA	NA	NA	NA
A0A087WS16;J3QQ16	Col6a3	NA	NA	10.53189655	8.806311	8.354827523	9.845936332	9.890240999	NA	NA	11.50385384	NA	NA	NA	NA
A0A087WS83;Q61290	Cacna1e	15.83277989	15.56164058	17.79224841	NA	14.64248791	14.12283133	NA	16.15646553	15.17141993	6.052394916	16.01946457	15.41146289	15.03836755	14.3988287
A0A087WSE7;C7TQ57;C7TQ58;C7TQ59;Q0PCR6	Cacna1c	9.751384244	11.55154343	12.77398204	NA	7.361443355	9.727050052	NA	11.38404465	11.71481643	11.48894243	12.1322772	11.58179516	10.81802264	10.5375409
A0A087WSF5;Q8BLM1	Lrrfip1	10.97759572	10.89103158	NA	NA	NA	9.736760093	9.532912404	10.46554563	11.31623598	NA	9.59614211	10.60221024	10.51002521	11.07788727
A0A087WSK7;Q921I0	Gm28778;Ormdl1	9.317935446	9.313566508	NA	10.85637234	11.8297428	10.11255876	11.09522542	9.763840834	9.837279314	11.28650869	9.578532814	9.214475877	9.704558193	9.55538092
A0A087WSM1;Q3TY65	Ica1l	12.14043441	11.85508683	NA	NA	NA	NA	NA	12.5748126	12.02154547	NA	10.93341816	11.62978516	12.55525383	12.53462816
A0A087WSP5;Q8C8M3	Stat1	14.39735785	13.2901002	14.79638984	14.14409856	15.29703837	16.14255561	17.71271226	13.74028599	13.26435544	17.03064322	13.81506681	13.11086931	13.53961945	13.80274519
A0A089N3E7;A0A089N5R6;S4R1X8;S4R2V3	Abpbg15_bg17;Abpbg10;Scgb2b17;Scgb2b17	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.03790915	NA	NA	NA	NA
A0A097ZP89;A0A1Y7VK29;Q9D2Z8	Kif12	NA	NA	NA	8.306299242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A0A0MQ68;A0A1S6GWJ2;Q60759	Gcdh	15.39856415	15.17147747	17.64919948	18.62382571	19.76247277	15.22063708	14.34937259	15.59951553	15.58991324	15.00839957	15.38920379	15.34274593	15.52115342	15.60271112
A0A0A0MQ89;Q80US4	Actr5	13.85796169	12.59715346	18.40802735	15.26002654	15.99493427	17.74045529	15.79013366	12.64315473	12.37114819	12.55946159	13.24862549	12.20633978	12.57890598	12.5255933
A0A0A0MQ90;P97352	S100a13	17.32402681	16.63034316	17.55823132	15.91713892	17.15059438	18.27579993	17.53527099	16.60390322	16.58956799	16.73045738	16.68015657	16.66202221	16.41560907	16.85371552
A0A0A0MQ92;Q9WTS5;uc007ill.2	Tenm2;Tenm2;	9.566002707	11.55438728	NA	NA	6.761551295	NA	NA	12.14511948	12.02647797	9.890627162	11.85098115	12.36490185	12.71758775	12.01511398
A0A0A0MQ97;G3X9C2	Nccrp1	NA	NA	11.75093817	16.07150073	NA	9.162128278	8.83356919	NA	NA	NA	9.810863416	NA	NA	NA
A0A0A0MQ98;G3UZM1;Q69ZK6	Jmjd1c	7.07099157	NA	NA	NA	7.211606175	7.642008344	9.26920001	NA	NA	6.895631159	5.750340012	NA	NA	NA
A0A0A0MQ99;V9GXX7	Swi5	14.24839243	15.02379447	12.88478149	11.23215026	10.92623299	12.86128304	14.00606401	15.5961769	14.0643876	13.66377723	14.88717772	15.61872932	15.30605105	13.66787834
A0A0A0MQA3;P07758	Serpina1a	15.37845141	14.45496302	19.86957356	16.98026733	17.51413705	19.46722812	17.00209861	14.32592054	14.23056618	17.18632178	14.69876341	13.95715414	14.23017701	14.61628107
A0A0A0MQC6	Elapor1	NA	9.674905046	NA	NA	NA	11.61543833	NA	9.791040205	9.921953069	10.89848463	8.73808996	9.578041402	9.202659314	9.085325876
A0A0A0MQD1;Q8K1H1	Tdrd7	10.86355929	11.43313592	NA	11.49136324	12.41391979	10.37712314	11.26931402	13.15867632	12.63263677	12.20160987	12.65034641	12.53606628	12.99685996	12.88832321
A0A0A0MQD7;A0A2I3BPN8;A3KGS3	Ralgapa2	9.186840076	9.187180432	8.449592678	10.79299693	9.81073117	10.81281731	10.01452765	8.474559564	7.957180378	10.47421482	9.39928191	8.142683561	7.951299623	7.544260814
A0A0A0MQE4;A2AR50;A2AR50-2;A2AR50-3	Ralgps1	9.410499869	10.42036141	10.70482773	NA	NA	NA	10.91030777	10.03868668	10.46386736	9.096921508	9.894401219	9.611395681	9.285021782	10.36000561
A0A0A0MQE5;uc008itu.2;uc033hly.1	Camsap1;;	13.18053665	13.57767616	11.47216637	10.09585063	10.7087172	10.47663454	8.197331753	13.97238047	14.44866232	10.60078363	14.00996235	14.82400545	14.44807499	13.99891919
A0A0A0MQM7;O08746;O08746-2	Matn2	7.438985004	6.526688891	9.164039961	9.422130843	7.365428091	8.61653214	10.18764479	7.497522564	8.148320617	11.03892648	8.577288572	NA	7.052469084	8.295330278
A0A0A0MQN4;Q9D906	Atg7	15.25862686	15.33999262	11.18420323	13.27256807	15.13922322	14.39161399	14.26209105	15.65739078	15.52330514	13.43936406	15.33399447	15.73178066	15.5593757	15.83427523
A0A0A0MQN9;Q80XJ3	Ttc28	5.649198441	NA	NA	NA	NA	7.554535466	8.108368893	NA	NA	6.323603253	6.708027146	NA	5.647998899	NA
A0A0A0U6W1	NA	NA	NA	NA	NA	NA	8.545040899	8.583687613	NA	NA	8.583729113	NA	NA	NA	NA
A0A0A0UCD5	NA	NA	NA	NA	8.687673954	NA	7.819779135	11.53451092	NA	NA	10.55257697	NA	NA	9.397517189	NA
A0A0A6YVS2;Q3V4A0;Q921L3	Tmco1	14.30169403	14.52656649	14.4925262	15.11747974	16.04129558	14.50292593	13.84633094	13.96637152	14.11869193	14.36780445	13.91070601	13.88150468	13.9198051	13.93440933
A0A0A6YVV8;A0A0A6YWB0	Mbnl1	10.08222524	10.03023217	10.55990592	9.744702485	8.981858066	9.341754702	11.50743543	10.09873843	10.11234904	10.39841546	9.795588589	10.0467194	9.931494488	9.828219317
A0A0A6YVW1	Ndufaf3	13.75105797	14.04445266	13.38023476	13.20292592	13.25793798	9.492739838	10.36247281	13.54997667	13.63672676	12.14503719	13.57056613	13.73537148	13.49808908	13.70265162
A0A0A6YW14;uc007pgq.2	Ighd;	NA	13.98484954	NA	NA	NA	12.7766331	16.20798613	NA	14.23679482	NA	NA	NA	NA	NA
A0A0A6YW36	Rgs7	7.599197342	11.53467234	NA	NA	NA	NA	NA	9.100582852	11.80645575	NA	10.47617307	11.18477051	11.37498706	11.2869566
A0A0A6YW53;A0A0A6YWR8	Map4k4	15.44124113	14.99730499	14.32194677	11.42141061	10.52965474	13.47491284	13.0715944	15.30915121	14.90169255	12.70207191	14.65010791	15.42698574	15.16272364	15.81789491
A0A0A6YW54	Dcaf6	NA	NA	6.818473914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A0A6YW73;A0A0R4J2D6;Q18PG4;Q18PI2;Q8BHK6;Q8BHK6-2;Q8BHK6-3;Q8BHK6-4	Slamf7	NA	NA	NA	NA	NA	NA	10.09981538	NA	NA	NA	NA	NA	NA	NA
A0A0A6YWG7	Rapgef2	13.59040144	15.30839492	14.84772492	10.49155573	10.99939967	11.51807076	10.09644981	14.7762911	15.32726285	12.40130137	15.03675776	15.00961914	14.72194818	14.48833615
A0A0A6YWI4;D3Z1T2	2310009B15Rik	NA	NA	15.2042487	10.97168182	12.06148103	11.17870076	NA	NA	8.518791626	NA	8.509958078	8.96708825	NA	NA
A0A0A6YWK1	Clasp1	NA	NA	9.800279249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A0A6YWM3;Q80V72	Ip6k2	NA	7.328374675	NA	NA	NA	NA	NA	6.915477536	7.194404531	NA	7.367607704	7.697329891	6.159990965	NA
A0A0A6YWM5;E9QKE4;Q8BMG7	Rab3gap2	14.73815925	15.13051138	12.47075701	13.21987189	12.26802783	13.09697799	13.58423536	15.4033307	15.29759178	13.75084483	14.985936	15.37701523	15.43011068	15.39254713
A0A0A6YWM8	Map4k4	6.743095592	6.119068698	NA	NA	NA	6.217123208	6.894813494	6.882568932	6.830459801	NA	7.272671325	6.837357368	6.884657052	6.948300801
A0A0A6YWU3	Ighv6-7	NA	NA	11.91579308	NA	NA	11.59114438	10.33188487	NA	NA	9.652217615	NA	NA	NA	NA
A0A0A6YWY8;A0A0A6YY09;B2RXR7;B2RY66;B2RY69;F8VPK8	Pcdh9	12.66801813	13.21464909	NA	NA	NA	9.882856883	NA	13.70103323	13.48244678	9.10181447	12.9016244	13.19107202	12.79047166	13.06958949
A0A0A6YX14;A0A0A6YXX8;Q3TEW6;Q3TEW6-2	Mpzl1	9.006535506	8.281460912	NA	8.155581172	NA	NA	NA	10.06027305	9.69285511	10.08158341	10.4068078	9.567887438	9.653294396	10.29853326
A0A0A6YX21;A0A0A6YY20;Q8VD57	Sft2d2	14.30176726	13.41041546	12.45956616	14.39741673	12.37825233	13.51013107	12.93655446	13.96495674	13.43069146	13.50354574	13.67064707	13.93516882	14.11964364	14.64205529
A0A0A6YXA5;X5J4D2;X5J5A8	Ighv1-15;;	8.854212478	NA	12.96201574	10.40073776	10.71425235	12.92479896	13.72710426	NA	NA	11.31270734	NA	NA	NA	NA
A0A0A6YXH3	Osbpl9	9.864185429	9.446139231	NA	NA	NA	NA	NA	9.366321004	9.4708664	NA	8.876271029	9.162042231	9.159912264	9.237968049
A0A0A6YXK7	Cep170	5.95358812	5.801839535	NA	NA	NA	NA	NA	NA	NA	NA	5.903157938	NA	5.921062235	6.050262326
A0A0A6YXN4	Ighv1-18	NA	NA	14.18205421	10.74860557	12.86396097	13.72486099	13.57474679	NA	9.305444958	11.20777914	NA	NA	NA	NA
A0A0A6YXQ0	Ighv8-8	11.40390038	NA	14.17433038	11.71525132	13.64680013	13.98048495	13.5905991	NA	NA	12.98160848	NA	NA	NA	NA
A0A0A6YY38	Ighv1-42	NA	NA	11.76465294	9.922990381	NA	11.57483209	11.44646501	NA	NA	NA	NA	NA	NA	NA
A0A0A6YY67;B2RRE3;H7BX08;Q8C1B1	Camsap2	13.08199653	13.6551972	7.83295085	10.60848759	9.710695698	10.81689328	8.825948366	13.59517291	13.84968373	7.292028356	13.46386833	13.82676823	13.44003403	13.29732055
A0A0A6YYE5	Igkv4-78	NA	NA	10.93977174	NA	8.861333333	10.8641539	9.962578195	NA	NA	NA	NA	NA	NA	NA
A0A0A6YYE7	Igkv4-57	12.60880898	10.89131432	15.2904558	14.27402212	14.62035453	15.14434419	14.93194877	12.24913513	11.19289463	11.40698053	13.63240885	15.68910126	13.78081831	11.82889597
A0A0B4J1E6;P08101	Fcgr2b;Fcgr2	10.87641006	10.84873086	11.92270119	13.57998429	15.57798567	12.91360082	15.45282062	11.878603	12.05538519	13.10341548	12.05600533	12.75141742	10.37502177	11.87214095
A0A0B4J1E7;O35343;Q3UGH8	Kpna4	14.26696714	14.05463088	18.15023031	15.7593857	16.35597827	17.64028101	16.67717708	14.49718749	14.39669082	14.85796341	14.64251036	14.60133475	14.72893401	14.35786797
A0A0B4J1F9	Tchh	NA	NA	NA	NA	NA	9.007717978	NA	NA	NA	NA	NA	NA	NA	NA
A0A0B4J1G0	Fcgr4	NA	NA	NA	8.71771733	10.75157906	9.535001646	12.8429255	NA	NA	11.43032842	NA	NA	NA	NA
A0A0B4J1G2;Q75VT8;Q75VT8-2;Z4YNA9	AB124611;Hide1;Hide1;AB124611	NA	NA	NA	NA	NA	NA	12.65168541	NA	NA	NA	NA	NA	NA	NA
A0A0B4J1H6	Igkv2-137	11.61933962	11.31746174	15.38730331	12.02425649	13.42522031	14.71947221	14.72942028	NA	11.54655604	13.50946332	11.0268801	7.450155026	10.4938751	10.81061776
A0A0B4J1I1;A0A0D4DAH6	Igkv16-104;	NA	NA	13.91225746	NA	11.42698982	13.93062063	14.14055663	NA	NA	NA	NA	NA	NA	NA
A0A0B4J1I4;Q2VR04;Q2VT27;Q9JL76	Igkv4-72	NA	NA	13.33159217	NA	11.06178076	13.53920546	13.01347312	NA	NA	13.68212133	NA	NA	NA	NA
